ID,Flower.species,Type,Country,Period,Date,Site,Landuse,Habitat.EUNIS,Habitat.Detailed,Transect,Subtransect,Plot.ID,Plot.location,Flower.genus,Flower.family,Nr.inflorescences.per.plot,Inflorescence.Type.counted
4067,Trifolium.campestre,Wild,FR,B,10/06/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,4,3,ground,Trifolium,Fabaceae,1,flower.head
4069,Trifolium.campestre,Wild,FR,B,10/06/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,2,2,ground,Trifolium,Fabaceae,350,flower.head
4075,Trifolium.dubium,Wild,FR,B,10/06/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,1,2,ground,Trifolium,Fabaceae,250,flower.head
4078,Trifolium.dubium,Wild,FR,B,10/06/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,4,2,ground,Trifolium,Fabaceae,150,flower.head
4082,Trifolium.dubium,Wild,FR,B,10/06/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,4,1,ground,Trifolium,Fabaceae,150,flower.head
4120,Trifolium.repens,Wild,FR,B,10/06/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,1,1,ground,Trifolium,Fabaceae,150,flower.head
4121,Trifolium.repens,Wild,FR,B,10/06/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,4,2,ground,Trifolium,Fabaceae,1,flower.head
4128,Trifolium.repens,Wild,FR,B,10/06/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,1,2,ground,Trifolium,Fabaceae,150,flower.head
4129,Trifolium.repens,Wild,FR,B,10/06/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,4,1,ground,Trifolium,Fabaceae,150,flower.head
4153,Trifolium.repens,Wild,FR,B,10/06/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,4,3,ground,Trifolium,Fabaceae,25,flower.head
4175,Trifolium.repens,Wild,FR,B,10/06/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,2,1,ground,Trifolium,Fabaceae,150,flower.head
4619,Vicia.sp,Wild,FR,B,10/06/2021,FR_V18,Intensive.agriculture,semi.natural.grass,Grass.strip,2,1,2,ground,Vicia,Fabaceae,1,single.flower
153,Ajuga.reptans,Wild,FR,B,20/05/2021,FR_VAU,Urban,Low.and.medium.altitude.hay.meadows,Meadows,5,2,3,ground,Ajuga,Lamiaceae,12,single.flower
166,Allium.sp,Ornamental,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,6,2,ground,Allium,Amaryllidaceae,92,flower.head
167,Allium.sp,Ornamental,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,2,ground,Allium,Amaryllidaceae,5,flower.head
350,Bellis.perennis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Bellis,Asteraceae,9,capitulum
375,Bellis.perennis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,2,ground,Bellis,Asteraceae,17,capitulum
380,Bellis.perennis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,2,2,ground,Bellis,Asteraceae,6,capitulum
381,Bellis.perennis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,6,1,ground,Bellis,Asteraceae,33,capitulum
387,Bellis.perennis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,1,ground,Bellis,Asteraceae,31,capitulum
389,Bellis.perennis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,2,1,ground,Bellis,Asteraceae,2,capitulum
397,Bellis.perennis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,1,2,ground,Bellis,Asteraceae,10,capitulum
399,Bellis.perennis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,1,1,ground,Bellis,Asteraceae,30,capitulum
406,Borago.officinalis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,2,ground,Borago,Boraginaceae,43,single.flower
456,Capsella.bursa-pastoris,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,1,1,ground,Capsella,Brassicaceae,7,single.flower
596,Cerastium.sp,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,1,ground,Cerastium,Caryophyllaceae,2,single.flower
628,Chelidonium.majus,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,6,2,ground,Chelidonium,Papaveraceae,1,single.flower
630,Chelidonium.majus,Wild,FR,B,20/05/2021,FR_VAU,Urban,Permanent.non.tidal.smooth.flowing.watercourses,Riverbank,3,1,1,ground,Chelidonium,Papaveraceae,36,single.flower
989,Crepis.sp,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,2,ground,Crepis,Asteraceae,5,capitulum
1023,Crepis.sp,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Crepis,Asteraceae,4,capitulum
1158,Erodium.cicutarium,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Erodium,Geraniaceae,32,single.flower
1172,Eschscholzia.californica,Ornamental,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,1,ground,Eschscholzia,Papaveraceae,37,single.flower
1454,Galium.aparine,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,6,2,ground,Galium,Rubiaceae,10,cyme
1469,Galium.aparine,Wild,FR,B,20/05/2021,FR_VAU,Urban,Permanent.non.tidal.smooth.flowing.watercourses,Riverbank,3,1,1,ground,Galium,Rubiaceae,12,cyme
1617,Geranium.molle,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,6,1,ground,Geranium,Geraniaceae,42,single.flower
1625,Geranium.molle,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,2,1,ground,Geranium,Geraniaceae,71,single.flower
1627,Geranium.molle,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Geranium,Geraniaceae,2,single.flower
1638,Geranium.molle,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,2,2,ground,Geranium,Geraniaceae,2,single.flower
1650,Geranium.pusillum,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,1,ground,Geranium,Geraniaceae,27,single.flower
1655,Geranium.pusillum,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,1,1,ground,Geranium,Geraniaceae,1,single.flower
1677,Geranium.robertianum,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,6,2,ground,Geranium,Geraniaceae,2,single.flower
1737,Geum.urbanum,Wild,FR,B,20/05/2021,FR_VAU,Urban,Low.and.medium.altitude.hay.meadows,Meadows,5,1,2,ground,Geum,Rosaceae,32,single.flower
2032,Hieracium.sp,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Hieracium,Asteraceae,31,capitulum
2197,Lapsana.communis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,1,ground,Lapsana,Asteraceae,5,capitulum
2330,Lysimachia.arvensis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,1,ground,Lysimachia,Primulaceae,2,single.flower
2381,Medicago.arabica,Wild,FR,B,20/05/2021,FR_VAU,Urban,Low.and.medium.altitude.hay.meadows,Meadows,5,1,2,ground,Medicago,Fabaceae,56,flower.head
2382,Medicago.arabica,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,1,ground,Medicago,Fabaceae,6,flower.head
2384,Medicago.lupulina,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,2,1,ground,Medicago,Fabaceae,3,flower.head
2401,Medicago.lupulina,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Medicago,Fabaceae,44,flower.head
2418,Medicago.lupulina,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,2,2,ground,Medicago,Fabaceae,1,flower.head
2519,Myosotis.sp,Ornamental,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Myosotis,Boraginaceae,9,cyme
2521,Myosotis.sp,Ornamental,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,2,2,ground,Myosotis,Boraginaceae,13,cyme
2525,Myosotis.sp,Ornamental,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,2,1,ground,Myosotis,Boraginaceae,18,cyme
2587,Papaver.rhoeas,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,2,1,ground,Papaver,Papaveraceae,1,single.flower
2606,Photinia.serrulata,Ornamental,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,2,shrub,Photinia,Rosaceae,150,umbel
3130,Pyracantha.sp,Ornamental,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,3,shrub,Pyracantha,Rosaceae,250,highbush
3157,Ranunculus.acris,Wild,FR,B,20/05/2021,FR_VAU,Urban,Low.and.medium.altitude.hay.meadows,Meadows,5,2,3,ground,Ranunculus,Ranunculaceae,10,single.flower
3161,Ranunculus.acris,Wild,FR,B,20/05/2021,FR_VAU,Urban,Low.and.medium.altitude.hay.meadows,Meadows,5,2,2,ground,Ranunculus,Ranunculaceae,12,single.flower
3163,Ranunculus.acris,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,1,ground,Ranunculus,Ranunculaceae,32,single.flower
3170,Ranunculus.acris,Wild,FR,B,20/05/2021,FR_VAU,Urban,Low.and.medium.altitude.hay.meadows,Meadows,5,1,1,ground,Ranunculus,Ranunculaceae,46,single.flower
3171,Ranunculus.acris,Wild,FR,B,20/05/2021,FR_VAU,Urban,Low.and.medium.altitude.hay.meadows,Meadows,5,2,1,ground,Ranunculus,Ranunculaceae,28,single.flower
3174,Ranunculus.auricomus,Wild,FR,B,20/05/2021,FR_VAU,Urban,Highly.artificial.broadleaved.deciduous.forestry.plantations,Poplar.grove,4,1,5,ground,Ranunculus,Ranunculaceae,1,single.flower
3175,Ranunculus.auricomus,Wild,FR,B,20/05/2021,FR_VAU,Urban,Highly.artificial.broadleaved.deciduous.forestry.plantations,Poplar.grove,4,1,3,ground,Ranunculus,Ranunculaceae,25,single.flower
3176,Ranunculus.auricomus,Wild,FR,B,20/05/2021,FR_VAU,Urban,Highly.artificial.broadleaved.deciduous.forestry.plantations,Poplar.grove,4,1,1,ground,Ranunculus,Ranunculaceae,4,single.flower
3236,Ranunculus.sp,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,6,1,ground,Ranunculus,Ranunculaceae,8,single.flower
3239,Ranunculus.sp,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,1,2,ground,Ranunculus,Ranunculaceae,2,single.flower
3245,Ranunculus.sp,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,2,ground,Ranunculus,Ranunculaceae,10,single.flower
3488,Senecio.vulgaris,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,2,ground,Senecio,Asteraceae,10,capitulum
3718,Stellaria.media,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,2,ground,Stellaria,Caryophyllaceae,6,single.flower
4134,Trifolium.repens,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,1,1,ground,Trifolium,Fabaceae,50,flower.head
4407,Veronica.arvensis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,1,1,ground,Veronica,Plantaginaceae,87,single.flower
4408,Veronica.arvensis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,5,2,ground,Veronica,Plantaginaceae,12,single.flower
4414,Veronica.arvensis,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,4,1,ground,Veronica,Plantaginaceae,3,single.flower
4431,Veronica.chamaedrys,Wild,FR,B,20/05/2021,FR_VAU,Urban,Permanent.non.tidal.smooth.flowing.watercourses,Riverbank,3,1,3,ground,Veronica,Plantaginaceae,9,single.flower
4538,Veronica.persica,Wild,FR,B,20/05/2021,FR_VAU,Urban,Park.lawns,Park.lawns,2,1,1,ground,Veronica,Plantaginaceae,4,single.flower
4542,Veronica.persica,Wild,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,1,ground,Veronica,Plantaginaceae,2,single.flower
4546,Viburnum.lantana,Ornamental,FR,B,20/05/2021,FR_VAU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,3,2,shrub,Viburnum,Adoxaceae,45,umbel
4586,Vicia.sativa,Wild,FR,B,20/05/2021,FR_VAU,Urban,Low.and.medium.altitude.hay.meadows,Meadows,5,2,2,ground,Vicia,Fabaceae,1,single.flower
165,Allium.schoenoprasum,Ornamental,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,1,ground,Allium,Amaryllidaceae,4,flower.head
228,Anthriscus.sylvestris,Wild,FR,B,28/05/2021,FR_VDI,Urban,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Woodland,3,1,1,ground,Anthriscus,Apiaceae,35,umbel
245,Arenaria.serpyllifolia,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,1,3,ground,Arenaria,Caryophyllaceae,12,flower.head
301,Bellis.perennis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,4,1,ground,Bellis,Asteraceae,1,capitulum
303,Bellis.perennis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,2,1,ground,Bellis,Asteraceae,13,capitulum
317,Bellis.perennis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,5,1,ground,Bellis,Asteraceae,70,capitulum
332,Bellis.perennis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,1,2,ground,Bellis,Asteraceae,24,capitulum
335,Bellis.perennis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,1,1,ground,Bellis,Asteraceae,70,capitulum
339,Bellis.perennis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,1,3,ground,Bellis,Asteraceae,21,capitulum
357,Bellis.perennis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,1,ground,Bellis,Asteraceae,59,capitulum
370,Bellis.perennis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,3,1,ground,Bellis,Asteraceae,51,capitulum
390,Bellis.perennis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,2,2,ground,Bellis,Asteraceae,63,capitulum
440,Calendula.sp,Ornamental,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,1,3,ground,Calendula,Asteraceae,3,capitulum
558,Cerastium.sp,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,1,1,ground,Cerastium,Caryophyllaceae,1,single.flower
583,Cerastium.sp,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,4,1,ground,Cerastium,Caryophyllaceae,5,single.flower
620,Cerastium.sp,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,5,1,ground,Cerastium,Caryophyllaceae,5,single.flower
1396,Galium.aparine,Wild,FR,B,28/05/2021,FR_VDI,Urban,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Woodland,3,1,2,ground,Galium,Rubiaceae,3,cyme
1428,Galium.aparine,Wild,FR,B,28/05/2021,FR_VDI,Urban,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Woodland,3,1,1,ground,Galium,Rubiaceae,6,cyme
1633,Geranium.molle,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,1,ground,Geranium,Geraniaceae,4,single.flower
1644,Geranium.molle,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,1,3,ground,Geranium,Geraniaceae,1,single.flower
1646,Geranium.molle,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,1,1,ground,Geranium,Geraniaceae,3,single.flower
1647,Geranium.molle,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,2,1,ground,Geranium,Geraniaceae,2,single.flower
1724,Geum.urbanum,Wild,FR,B,28/05/2021,FR_VDI,Urban,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Woodland,3,1,2,ground,Geum,Rosaceae,3,single.flower
1734,Geum.urbanum,Wild,FR,B,28/05/2021,FR_VDI,Urban,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Woodland,3,1,1,ground,Geum,Rosaceae,1,single.flower
2263,Linum.usitatissimum,Ornamental,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,1,3,ground,Linum,Linaceae,16,single.flower
2379,Medicago.arabica,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,2,3,ground,Medicago,Fabaceae,11,flower.head
2395,Medicago.lupulina,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,1,2,ground,Medicago,Fabaceae,5,flower.head
2416,Medicago.lupulina,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,1,3,ground,Medicago,Fabaceae,23,flower.head
2421,Medicago.lupulina,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,5,1,ground,Medicago,Fabaceae,43,flower.head
2514,Myosotis.sp,Ornamental,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,5,1,ground,Myosotis,Boraginaceae,19,cyme
2527,Myosotis.sp,Ornamental,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,4,1,ground,Myosotis,Boraginaceae,15,cyme
2839,Plantago.major,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,2,3,ground,Plantago,Plantaginaceae,150,flower.head
3131,Pyracantha.sp,Ornamental,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,2,2,shrub,Pyracantha,Rosaceae,250,highbush
3134,Pyracantha.sp,Ornamental,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,3,4,shrub,Pyracantha,Rosaceae,55,highbush
3156,Ranunculus.acris,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,5,1,ground,Ranunculus,Ranunculaceae,8,single.flower
3166,Ranunculus.acris,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,4,1,ground,Ranunculus,Ranunculaceae,28,single.flower
3172,Ranunculus.acris,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,3,1,ground,Ranunculus,Ranunculaceae,3,single.flower
3280,Rosa.sp,Ornamental,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,2,shrub,Rosa,Rosaceae,10,single.flower
3285,Rosa.sp,Ornamental,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,3,3,shrub,Rosa,Rosaceae,11,single.flower
3295,Rubus.idaeus,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,2,2,shrub,Rubus,Rosaceae,150,single.flower
3457,Salvia.sp,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,2,1,ground,Salvia,Lamiaceae,57,single.flower
3473,Scandix.pecten-veneris,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,1,ground,Scandix,Apiaceae,9,umbel
3970,Thymus.sp,Ornamental,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,1,ground,Thymus,Lamiaceae,1500,single.flower
3974,Thymus.sp,Ornamental,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,2,1,ground,Thymus,Lamiaceae,150,single.flower
4084,Trifolium.dubium,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,4,1,ground,Trifolium,Fabaceae,150,flower.head
4329,Valerianella.locusta,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,1,1,ground,Valerianella,Caprifoliaceae,2,umbel
4332,Valerianella.locusta,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,2,1,ground,Valerianella,Caprifoliaceae,4,umbel
4341,Veronica.arvensis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,2,2,ground,Veronica,Plantaginaceae,1,single.flower
4342,Veronica.arvensis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,4,1,ground,Veronica,Plantaginaceae,12,single.flower
4352,Veronica.arvensis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,3,1,ground,Veronica,Plantaginaceae,14,single.flower
4389,Veronica.arvensis,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,1,2,ground,Veronica,Plantaginaceae,20,single.flower
4489,Veronica.persica,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,2,1,ground,Veronica,Plantaginaceae,8,single.flower
4491,Veronica.persica,Wild,FR,B,28/05/2021,FR_VDI,Urban,Park.lawns,Park.lawns,1,3,1,ground,Veronica,Plantaginaceae,2,single.flower
4607,Vicia.sp,Wild,FR,B,28/05/2021,FR_VDI,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,2,5,1,ground,Vicia,Fabaceae,1,single.flower
248,Arenaria.serpyllifolia,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,4,1,ground,Arenaria,Caryophyllaceae,10,flower.head
326,Bellis.perennis,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,3,1,ground,Bellis,Asteraceae,150,capitulum
329,Bellis.perennis,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,1,1,ground,Bellis,Asteraceae,75,capitulum
351,Bellis.perennis,Wild,FR,B,27/05/2021,FR_VNU,Urban,Highly.artificial.broadleaved.deciduous.forestry.plantations,Corylus.avellana,3,1,3,ground,Bellis,Asteraceae,23,capitulum
365,Bellis.perennis,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,3,2,ground,Bellis,Asteraceae,47,capitulum
368,Bellis.perennis,Wild,FR,B,27/05/2021,FR_VNU,Urban,Highly.artificial.broadleaved.deciduous.forestry.plantations,Corylus.avellana,3,1,1,ground,Bellis,Asteraceae,13,capitulum
372,Bellis.perennis,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,2,1,ground,Bellis,Asteraceae,26,capitulum
392,Bellis.perennis,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,4,1,ground,Bellis,Asteraceae,17,capitulum
572,Cerastium.sp,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,1,1,ground,Cerastium,Caryophyllaceae,33,single.flower
614,Cerastium.sp,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,3,1,ground,Cerastium,Caryophyllaceae,22,single.flower
619,Cerastium.sp,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,2,1,ground,Cerastium,Caryophyllaceae,3,single.flower
622,Cerastium.tomentosum,Wild,FR,B,27/05/2021,FR_VNU,Urban,Small.scale.ornamental.and.domestic.garden.areas,Garden,1,1,1,ground,Cerastium,Caryophyllaceae,550,single.flower
980,Crepis.sancta,Wild,FR,B,27/05/2021,FR_VNU,Urban,Vineyards,Vineyards,4,1,1,ground,Crepis,Asteraceae,1,capitulum
1146,Erodium.cicutarium,Wild,FR,B,27/05/2021,FR_VNU,Urban,Vineyards,Vineyards,4,1,1,ground,Erodium,Geraniaceae,21,single.flower
1162,Erodium.cicutarium,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,2,1,ground,Erodium,Geraniaceae,24,single.flower
1169,Eschscholzia.californica,Ornamental,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,5,1,ground,Eschscholzia,Papaveraceae,17,single.flower
1504,Geranium.columbinum,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,3,1,ground,Geranium,Geraniaceae,2,single.flower
1512,Geranium.columbinum,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,4,1,ground,Geranium,Geraniaceae,2,single.flower
1513,Geranium.columbinum,Wild,FR,B,27/05/2021,FR_VNU,Urban,Park.lawns,Park.lawns,2,3,2,ground,Geranium,Geraniaceae,8,single.flower
