Country,Site_id,Focal_habitat,Units,Day,Month,Year,Plant_species,Flower_count,Species_abbreviation,Inflorescence_unit_used
CH,6,HA,Total.number.of.flower.units.per.m494,9,4,2014,Trifolium.pratense,0.1,tri.pra,Flower.head
CH,6,HA,Total.number.of.flower.units.per.m495,9,4,2014,Veronica.chamaedrys,4.2,ver.cha,Flower
CH,6,HA,Total.number.of.flower.units.per.m496,9,4,2014,Veronica.persica,1.1,ver.per,Flower
CH,6,HA,Total.number.of.flower.units.per.m497,5,6,2013,Bellis.perennis,0.1,bel.per,Flower.head
CH,6,HA,Total.number.of.flower.units.per.m498,5,6,2013,Galium.mollugo,33.95,gal.mol,Raceme
CH,6,HA,Total.number.of.flower.units.per.m499,5,6,2013,Plantago.lanceolata,0.75,pla.lan,Spike
CH,6,HA,Total.number.of.flower.units.per.m500,5,6,2013,Ranunculus.acris,0.7,ran.acr,Flower
CH,6,HA,Total.number.of.flower.units.per.m501,5,6,2013,Rumex.acetosa,4.2,rum.ace,Spike
CH,6,HA,Total.number.of.flower.units.per.m502,5,6,2013,Silene.flos.cuculi,0.4,NA,NA
CH,6,HA,Total.number.of.flower.units.per.m503,5,6,2013,Trifolium.campestre,0.4,tri.cam,Flower.head
CH,6,HA,Total.number.of.flower.units.per.m504,5,6,2013,Trifolium.pratense,1.15,tri.pra,Flower.head
CH,6,HA,Total.number.of.flower.units.per.m505,5,6,2013,Trifolium.repens,0.1,tri.rep,Flower.head
CH,6,HA,Total.number.of.flower.units.per.m506,5,6,2013,Vicia.sepium,2.4,vic.sep,Raceme
CH,6,HA,Total.number.of.flower.units.per.m507,1,7,2013,Galium.mollugo,121,gal.mol,Raceme
CH,6,HA,Total.number.of.flower.units.per.m508,1,7,2013,Plantago.lanceolata,5.6,pla.lan,Spike
CH,6,HA,Total.number.of.flower.units.per.m509,1,7,2013,Prunella.vulgaris,0.4,pru.vul,Flowered.stem
CH,6,HA,Total.number.of.flower.units.per.m510,1,7,2013,Ranunculus.acris,0.2,ran.acr,Flower
CH,6,HA,Total.number.of.flower.units.per.m511,1,7,2013,Trifolium.pratense,3.15,tri.pra,Flower.head
CH,6,HA,Total.number.of.flower.units.per.m512,1,7,2013,Trifolium.repens,2.35,tri.rep,Flower.head
CH,6,HA,Total.number.of.flower.units.per.m513,21,8,2013,Plantago.lanceolata,2.1,pla.lan,Spike
CH,6,HA,Total.number.of.flower.units.per.m514,21,8,2013,Silene.flos.cuculi,2.5,NA,NA
CH,6,HA,Total.number.of.flower.units.per.m515,21,8,2013,Trifolium.pratense,0.2,tri.pra,Flower.head
CH,6,HA,Total.number.of.flower.units.per.m516,21,8,2013,Trifolium.repens,1.25,tri.rep,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m517,9,4,2014,Taraxacum.campylodes,0.5,NA,NA
CH,6,HL,Total.number.of.flower.units.per.m518,5,6,2013,Bellis.perennis,0.2,bel.per,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m519,5,6,2013,Centaurea.jacea,0.8,cen.jac,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m520,5,6,2013,Galium.mollugo,124.65,gal.mol,Raceme
CH,6,HL,Total.number.of.flower.units.per.m521,5,6,2013,Leucanthemum.vulgare,2.3,leu.vul,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m522,5,6,2013,Lotus.corniculatus,4.9125,lot.cor,Flower
CH,6,HL,Total.number.of.flower.units.per.m523,5,6,2013,Medicago.lupulina,5.55,med.lup,Flower
CH,6,HL,Total.number.of.flower.units.per.m524,5,6,2013,Onobrychis.viciifolia,0.7,ono.vic,Raceme
CH,6,HL,Total.number.of.flower.units.per.m525,5,6,2013,Trifolium.campestre,105.4,tri.cam,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m526,5,6,2013,Trifolium.pratense,7.45,tri.pra,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m527,5,6,2013,Vicia.sepium,0.1,vic.sep,Raceme
CH,6,HL,Total.number.of.flower.units.per.m528,1,7,2013,Galium.album,0.5,gal.alb,Raceme
CH,6,HL,Total.number.of.flower.units.per.m529,1,7,2013,Galium.mollugo,4,gal.mol,Raceme
CH,6,HL,Total.number.of.flower.units.per.m530,1,7,2013,Lotus.corniculatus,6.625,lot.cor,Flower
CH,6,HL,Total.number.of.flower.units.per.m531,1,7,2013,Medicago.lupulina,1.25,med.lup,Flower
CH,6,HL,Total.number.of.flower.units.per.m532,1,7,2013,Plantago.lanceolata,2.05,pla.lan,Spike
CH,6,HL,Total.number.of.flower.units.per.m533,1,7,2013,Plantago.media,0.5,pla.med,Spike
CH,6,HL,Total.number.of.flower.units.per.m534,1,7,2013,Trifolium.campestre,3.6,tri.cam,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m535,1,7,2013,Trifolium.dubium,7.5,tri.dub,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m536,1,7,2013,Trifolium.pratense,2.7,tri.pra,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m537,1,7,2013,Trifolium.repens,3.15,tri.rep,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m538,21,8,2013,Centaurea.jacea,0.4,cen.jac,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m539,21,8,2013,Leucanthemum.vulgare,0.1,leu.vul,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m540,21,8,2013,Lotus.corniculatus,2.175,lot.cor,Flower
CH,6,HL,Total.number.of.flower.units.per.m541,21,8,2013,Medicago.lupulina,1.4,med.lup,Flower
CH,6,HL,Total.number.of.flower.units.per.m542,21,8,2013,Plantago.lanceolata,0.7,pla.lan,Spike
CH,6,HL,Total.number.of.flower.units.per.m543,21,8,2013,Trifolium.pratense,2.7,tri.pra,Flower.head
CH,6,HL,Total.number.of.flower.units.per.m544,21,8,2013,Trifolium.repens,0.3,tri.rep,Flower.head
CH,6,WA,Total.number.of.flower.units.per.m545,9,4,2014,Ajuga.reptans,0.3,aju.rep,Raceme
CH,6,WA,Total.number.of.flower.units.per.m546,9,4,2014,Anemone.nemorosa,0.2,ane.nem,Flower
CH,6,WA,Total.number.of.flower.units.per.m547,9,4,2014,Fragaria.vesca,0.2,fra.ves,Flower.head
CH,6,WA,Total.number.of.flower.units.per.m548,9,4,2014,Galium.odoratum,3.4,gal.odo,Flower
CH,6,WA,Total.number.of.flower.units.per.m549,9,4,2014,Glechoma.hederacea,1.2,gle.hed,Raceme
CH,6,WA,Total.number.of.flower.units.per.m550,9,4,2014,Lathyrus.pratensis,0.3,lat.pra,Flower
CH,6,WA,Total.number.of.flower.units.per.m551,9,4,2014,Ranunculus.bulbosus,0.8,ran.bul,Flower
CH,6,WA,Total.number.of.flower.units.per.m552,9,4,2014,Taraxacum.campylodes,0.2,NA,NA
CH,6,WA,Total.number.of.flower.units.per.m553,9,4,2014,Viola.odorata,1.3,vio.odo,Flower
CH,6,WA,Total.number.of.flower.units.per.m554,1,7,2013,Circaea.lutetiana,3.4,cir.lut,Flower
CH,6,WA,Total.number.of.flower.units.per.m555,1,7,2013,Rubus.vestitus,0.9,NA,NA
CH,6,WA,Total.number.of.flower.units.per.m556,1,7,2013,Salvia.nubicola,2.1,sal.glu,Raceme
CH,6,WA,Total.number.of.flower.units.per.m557,1,7,2013,Urtica.dioica,2,urt.dio,Spike
CH,6,WA,Total.number.of.flower.units.per.m558,20,8,2013,Circaea.lutetiana,6.3,cir.lut,Flower
CH,6,WL,Total.number.of.flower.units.per.m559,9,4,2014,Cardamine.pratensis,0.9,car.pra,Flower
CH,6,WL,Total.number.of.flower.units.per.m560,9,4,2014,Taraxacum.campylodes,1.4,NA,NA
CH,6,WL,Total.number.of.flower.units.per.m561,9,4,2014,Veronica.persica,0.1,ver.per,Flower
CH,6,WL,Total.number.of.flower.units.per.m562,5,6,2013,Centaurea.jacea,2.3,cen.jac,Flower.head
CH,6,WL,Total.number.of.flower.units.per.m563,5,6,2013,Centaurea.scabiosa,0.7,cen.sca,Flower.head
CH,6,WL,Total.number.of.flower.units.per.m564,5,6,2013,Cornus.sanguinea,30.9,cor.san,Corymb.of.capitula
CH,6,WL,Total.number.of.flower.units.per.m565,5,6,2013,Crepis.capillaris,0.3,cre.cap,Flower.head
CH,6,WL,Total.number.of.flower.units.per.m566,5,6,2013,Galium.mollugo,17.2,gal.mol,Raceme
CH,6,WL,Total.number.of.flower.units.per.m567,5,6,2013,Knautia.arvensis,2.65,kna.arv,Flower.head
CH,6,WL,Total.number.of.flower.units.per.m568,5,6,2013,Myosotis.arvensis,0.6,myo.arv,Flower
CH,6,WL,Total.number.of.flower.units.per.m569,5,6,2013,Plantago.lanceolata,2.8,pla.lan,Spike
CH,6,WL,Total.number.of.flower.units.per.m570,5,6,2013,Rhinanthus.alectorolophus,10.4,rhi.ale,Raceme
CH,6,WL,Total.number.of.flower.units.per.m571,5,6,2013,Silene.flos.cuculi,0.3,NA,NA
CH,6,WL,Total.number.of.flower.units.per.m572,5,6,2013,Trifolium.campestre,0.2,tri.cam,Flower.head
CH,6,WL,Total.number.of.flower.units.per.m573,5,6,2013,Trifolium.pratense,0.2,tri.pra,Flower.head
CH,6,WL,Total.number.of.flower.units.per.m574,1,7,2013,Agrimonia.eupatoria,1.6,agr.eup,Raceme
CH,6,WL,Total.number.of.flower.units.per.m575,1,7,2013,Cirsium.arvense,1.1,cir.arv,Flower.head
CH,6,WL,Total.number.of.flower.units.per.m576,1,7,2013,Galium.verum,0.8,gal.ver,Raceme
CH,6,WL,Total.number.of.flower.units.per.m577,1,7,2013,Hieracium.murorum,0.1,hie.mur,Flower.head
CH,6,WL,Total.number.of.flower.units.per.m578,1,7,2013,Plantago.lanceolata,0.2,pla.lan,Spike
CH,6,WL,Total.number.of.flower.units.per.m579,1,7,2013,Potentilla.reptans,0.5,pot.rep,Flower
CH,6,WL,Total.number.of.flower.units.per.m580,20,8,2013,Centaurea.jacea,0.4,cen.jac,Flower.head
CH,6,WL,Total.number.of.flower.units.per.m581,20,8,2013,Plantago.lanceolata,5.4,pla.lan,Spike
CH,8,HA,Total.number.of.flower.units.per.m582,9,4,2014,Ajuga.reptans,0.2,aju.rep,Raceme
CH,8,HA,Total.number.of.flower.units.per.m583,9,4,2014,Bellis.perennis,1.6,bel.per,Flower.head
CH,8,HA,Total.number.of.flower.units.per.m584,9,4,2014,Carex.hirta,0.7,car.hir,Spike
CH,8,HA,Total.number.of.flower.units.per.m585,9,4,2014,Cerastium.fontanum,0.65,cer.fon,Flower
CH,8,HA,Total.number.of.flower.units.per.m586,9,4,2014,Medicago.lupulina,0.2,med.lup,Flower
CH,8,HA,Total.number.of.flower.units.per.m587,9,4,2014,Myosotis.arvensis,0.85,myo.arv,Flower
CH,8,HA,Total.number.of.flower.units.per.m588,9,4,2014,Plantago.lanceolata,0.3,pla.lan,Spike
CH,8,HA,Total.number.of.flower.units.per.m589,9,4,2014,Ranunculus.acris,5.45,ran.acr,Flower
CH,8,HA,Total.number.of.flower.units.per.m590,9,4,2014,Ranunculus.bulbosus,0.2,ran.bul,Flower
CH,8,HA,Total.number.of.flower.units.per.m591,9,4,2014,Taraxacum.campylodes,5.2,NA,NA
CH,8,HA,Total.number.of.flower.units.per.m592,9,4,2014,Trifolium.pratense,0.2,tri.pra,Flower.head
CH,8,HA,Total.number.of.flower.units.per.m593,9,4,2014,Veronica.arvensis,2,ver.arv,Flower
CH,8,HA,Total.number.of.flower.units.per.m594,9,4,2014,Veronica.persica,0.5,ver.per,Flower
CH,8,HA,Total.number.of.flower.units.per.m595,5,6,2013,Bellis.perennis,0.9,bel.per,Flower.head
CH,8,HA,Total.number.of.flower.units.per.m596,5,6,2013,Centaurea.jacea,1.5,cen.jac,Flower.head
CH,8,HA,Total.number.of.flower.units.per.m597,5,6,2013,Crepis.capillaris,5.5,cre.cap,Flower.head
CH,8,HA,Total.number.of.flower.units.per.m598,5,6,2013,Galium.album,25.2,gal.alb,Raceme
CH,8,HA,Total.number.of.flower.units.per.m599,5,6,2013,Galium.mollugo,3.8,gal.mol,Raceme
CH,8,HA,Total.number.of.flower.units.per.m600,5,6,2013,Lathyrus.pratensis,0.2,lat.pra,Flower
CH,8,HA,Total.number.of.flower.units.per.m601,5,6,2013,Lotus.corniculatus,0.775,lot.cor,Flower
CH,8,HA,Total.number.of.flower.units.per.m602,5,6,2013,Medicago.lupulina,0.2,med.lup,Flower
CH,8,HA,Total.number.of.flower.units.per.m603,5,6,2013,Picris.hieracioides,0.6,pic.hie,Flower.head
CH,8,HA,Total.number.of.flower.units.per.m604,5,6,2013,Ranunculus.acris,0.95,ran.acr,Flower
CH,8,HA,Total.number.of.flower.units.per.m605,5,6,2013,Rhinanthus.alectorolophus,109.25,rhi.ale,Raceme
CH,8,HA,Total.number.of.flower.units.per.m606,5,6,2013,Trifolium.pratense,1.15,tri.pra,Flower.head
CH,8,HA,Total.number.of.flower.units.per.m607,5,6,2013,Vicia.sepium,0.5,vic.sep,Raceme
CH,8,HA,Total.number.of.flower.units.per.m608,1,7,2013,Primula.vulgaris,0.5,pri.vul,Flower
CH,8,HA,Total.number.of.flower.units.per.m609,1,7,2013,Trifolium.pratense,0.2,tri.pra,Flower.head
CH,8,HA,Total.number.of.flower.units.per.m610,20,8,2013,Centaurea.jacea,0.3,cen.jac,Flower.head
CH,8,HA,Total.number.of.flower.units.per.m611,20,8,2013,Galium.album,0.8,gal.alb,Raceme
CH,8,HA,Total.number.of.flower.units.per.m612,20,8,2013,Galium.mollugo,44.5,gal.mol,Raceme
CH,8,HA,Total.number.of.flower.units.per.m613,20,8,2013,Leontodon.hispidus,1.3,leo.his,Flower.head
CH,8,HA,Total.number.of.flower.units.per.m614,20,8,2013,Lotus.corniculatus,0.825,lot.cor,Flower
CH,8,HA,Total.number.of.flower.units.per.m615,20,8,2013,Medicago.lupulina,3,med.lup,Flower
CH,8,HA,Total.number.of.flower.units.per.m616,20,8,2013,Picris.hieracioides,4.2,pic.hie,Flower.head
CH,8,HA,Total.number.of.flower.units.per.m617,20,8,2013,Plantago.lanceolata,5.15,pla.lan,Spike
CH,8,HA,Total.number.of.flower.units.per.m618,20,8,2013,Prunella.vulgaris,0.45,pru.vul,Flowered.stem
CH,8,HA,Total.number.of.flower.units.per.m619,20,8,2013,Trifolium.pratense,4.15,tri.pra,Flower.head
CH,8,HA,Total.number.of.flower.units.per.m620,20,8,2013,Trifolium.repens,0.2,tri.rep,Flower.head
CH,8,HL,Total.number.of.flower.units.per.m621,9,4,2014,Ajuga.reptans,0.3,aju.rep,Raceme
CH,8,HL,Total.number.of.flower.units.per.m622,9,4,2014,Cerastium.fontanum,0.1,cer.fon,Flower
CH,8,HL,Total.number.of.flower.units.per.m623,9,4,2014,Glechoma.hederacea,22,gle.hed,Raceme
CH,8,HL,Total.number.of.flower.units.per.m624,9,4,2014,Myosotis.arvensis,0.4,myo.arv,Flower
CH,8,HL,Total.number.of.flower.units.per.m625,9,4,2014,Ranunculus.acris,0.75,ran.acr,Flower
CH,8,HL,Total.number.of.flower.units.per.m626,9,4,2014,Ranunculus.bulbosus,0.1,ran.bul,Flower
CH,8,HL,Total.number.of.flower.units.per.m627,9,4,2014,Taraxacum.campylodes,18.9,NA,NA
CH,8,HL,Total.number.of.flower.units.per.m628,9,4,2014,Veronica.arvensis,4.35,ver.arv,Flower
CH,8,HL,Total.number.of.flower.units.per.m629,9,4,2014,Veronica.persica,0.55,ver.per,Flower
CH,8,HL,Total.number.of.flower.units.per.m630,9,4,2014,Vicia.sepium,0.1,vic.sep,Raceme
CH,8,HL,Total.number.of.flower.units.per.m631,5,6,2013,Crepis.capillaris,1.5,cre.cap,Flower.head
CH,8,HL,Total.number.of.flower.units.per.m632,5,6,2013,Galium.album,8.8,gal.alb,Raceme
CH,8,HL,Total.number.of.flower.units.per.m633,5,6,2013,Galium.mollugo,45,gal.mol,Raceme
CH,8,HL,Total.number.of.flower.units.per.m634,5,6,2013,Lotus.corniculatus,0.325,lot.cor,Flower
CH,8,HL,Total.number.of.flower.units.per.m635,5,6,2013,Phyteuma.spicatum,1.6,phy.spi,Raceme
CH,8,HL,Total.number.of.flower.units.per.m636,5,6,2013,Plantago.lanceolata,2,pla.lan,Spike
CH,8,HL,Total.number.of.flower.units.per.m637,5,6,2013,Ranunculus.acris,1.8,ran.acr,Flower
CH,8,HL,Total.number.of.flower.units.per.m638,5,6,2013,Rumex.obtusifolius,5,rum.obt,Spike
CH,8,HL,Total.number.of.flower.units.per.m639,5,6,2013,Trifolium.pratense,2.8,tri.pra,Flower.head
CH,8,HL,Total.number.of.flower.units.per.m640,5,6,2013,Trifolium.repens,2.9,tri.rep,Flower.head
CH,8,HL,Total.number.of.flower.units.per.m641,5,6,2013,Vicia.sepium,1.5,vic.sep,Raceme
CH,8,HL,Total.number.of.flower.units.per.m642,1,7,2013,Galium.mollugo,0.4,gal.mol,Raceme
CH,8,HL,Total.number.of.flower.units.per.m643,1,7,2013,Plantago.lanceolata,13.05,pla.lan,Spike
CH,8,HL,Total.number.of.flower.units.per.m644,1,7,2013,Trifolium.pratense,9.4,tri.pra,Flower.head
CH,8,HL,Total.number.of.flower.units.per.m645,14,8,2013,Plantago.lanceolata,4.3,pla.lan,Spike
CH,8,HL,Total.number.of.flower.units.per.m646,14,8,2013,Trifolium.pratense,0.15,tri.pra,Flower.head
CH,8,HL,Total.number.of.flower.units.per.m647,14,8,2013,Trifolium.repens,6.8,tri.rep,Flower.head
CH,8,WA,Total.number.of.flower.units.per.m648,9,4,2014,Ajuga.reptans,1.4,aju.rep,Raceme
CH,8,WA,Total.number.of.flower.units.per.m649,9,4,2014,Anemone.nemorosa,0.1,ane.nem,Flower
CH,8,WA,Total.number.of.flower.units.per.m650,9,4,2014,Bellis.perennis,0.2,bel.per,Flower.head
CH,8,WA,Total.number.of.flower.units.per.m651,9,4,2014,Capsella.bursa.pastoris,0.275,NA,NA
CH,8,WA,Total.number.of.flower.units.per.m652,9,4,2014,Euphorbia.cyparissias,2,eup.cyp,Corymb.of.capitula
CH,8,WA,Total.number.of.flower.units.per.m653,9,4,2014,Lamium.purpureum,11.3,lam.pur,Flowered.stem
CH,8,WA,Total.number.of.flower.units.per.m654,9,4,2014,Pulmonaria.officinalis,0.75,pul.off,Flower
CH,8,WA,Total.number.of.flower.units.per.m655,9,4,2014,Ranunculus.bulbosus,0.6,ran.bul,Flower
CH,8,WA,Total.number.of.flower.units.per.m656,9,4,2014,Stellaria.media,35,ste.med,Flower
CH,8,WA,Total.number.of.flower.units.per.m657,9,4,2014,Taraxacum.campylodes,2.2,NA,NA
CH,8,WA,Total.number.of.flower.units.per.m658,9,4,2014,Veronica.arvensis,0.7,ver.arv,Flower
CH,8,WA,Total.number.of.flower.units.per.m659,9,4,2014,Veronica.officinalis,9,ver.off,Flower
CH,8,WA,Total.number.of.flower.units.per.m660,9,4,2014,Veronica.persica,2.8,ver.per,Flower
CH,8,WA,Total.number.of.flower.units.per.m661,9,4,2014,Viola.reichenbachiana,7.9,vio.rei,Flower
CH,8,WA,Total.number.of.flower.units.per.m662,5,6,2013,Aegopodium.podagraria,23,aeg.pod,Compound.umbel
CH,8,WA,Total.number.of.flower.units.per.m663,5,6,2013,Alliaria.petiolata,0.475,all.pet,Flower
CH,8,WA,Total.number.of.flower.units.per.m664,5,6,2013,Euphorbia.cyparissias,8,eup.cyp,Corymb.of.capitula
CH,8,WA,Total.number.of.flower.units.per.m665,5,6,2013,Galium.album,16,gal.alb,Raceme
CH,8,WA,Total.number.of.flower.units.per.m666,5,6,2013,Galium.aparine,9.8,gal.apa,Raceme
CH,8,WA,Total.number.of.flower.units.per.m667,5,6,2013,Plantago.lanceolata,0.2,pla.lan,Spike
CH,8,WA,Total.number.of.flower.units.per.m668,5,6,2013,Symphytum.officinale,0.5,NA,NA
CH,8,WA,Total.number.of.flower.units.per.m669,5,6,2013,Trifolium.pratense,0.6,tri.pra,Flower.head
CH,8,WA,Total.number.of.flower.units.per.m670,5,6,2013,Vicia.sepium,0.5,vic.sep,Raceme
CH,8,WA,Total.number.of.flower.units.per.m671,1,7,2013,Rubus.idaeus,0.2,rub.ide,Flower
CH,8,WA,Total.number.of.flower.units.per.m672,20,8,2013,Circaea.lutetiana,2.2,cir.lut,Flower
CH,8,WA,Total.number.of.flower.units.per.m673,20,8,2013,Rubus.idaeus,0.1,rub.ide,Flower
CH,8,WA,Total.number.of.flower.units.per.m674,20,8,2013,Solidago.canadensis,24,sol.can,Cyme
CH,8,WL,Total.number.of.flower.units.per.m675,10,4,2014,Euphorbia.cyparissias,0.4,eup.cyp,Corymb.of.capitula
CH,8,WL,Total.number.of.flower.units.per.m676,10,4,2014,Prunus.spinosa,15,pru.spi,Flower
CH,8,WL,Total.number.of.flower.units.per.m677,10,4,2014,Ranunculus.acris,0.15,ran.acr,Flower
CH,8,WL,Total.number.of.flower.units.per.m678,10,4,2014,Taraxacum.campylodes,12.8,NA,NA
CH,8,WL,Total.number.of.flower.units.per.m679,10,4,2014,Veronica.persica,4.4,ver.per,Flower
CH,8,WL,Total.number.of.flower.units.per.m680,5,6,2013,Cerastium.fontanum,0.4,cer.fon,Flower
CH,8,WL,Total.number.of.flower.units.per.m681,5,6,2013,Cornus.sanguinea,25,cor.san,Corymb.of.capitula
CH,8,WL,Total.number.of.flower.units.per.m682,5,6,2013,Galium.album,48,gal.alb,Raceme
CH,8,WL,Total.number.of.flower.units.per.m683,5,6,2013,Geranium.robertianum,0.4,ger.rob,Flower
CH,8,WL,Total.number.of.flower.units.per.m684,5,6,2013,Geum.urbanum,0.5,geu.urb,Flower.head
CH,8,WL,Total.number.of.flower.units.per.m685,5,6,2013,Myosotis.arvensis,1.4,myo.arv,Flower
CH,8,WL,Total.number.of.flower.units.per.m686,5,6,2013,Rosa.spp,0.4,rosa.sp,Flower
CH,8,WL,Total.number.of.flower.units.per.m687,5,6,2013,Sambucus.nigra,2.1,sam.nig,Corymb.of.capitula
CH,8,WL,Total.number.of.flower.units.per.m688,5,6,2013,Trifolium.pratense,6.4,tri.pra,Flower.head
CH,8,WL,Total.number.of.flower.units.per.m689,5,6,2013,Urtica.dioica,1,urt.dio,Spike
CH,8,WL,Total.number.of.flower.units.per.m690,5,6,2013,Vicia.sepium,0.8,vic.sep,Raceme
CH,8,WL,Total.number.of.flower.units.per.m691,1,7,2013,Galium.album,2.4,gal.alb,Raceme
CH,8,WL,Total.number.of.flower.units.per.m692,1,7,2013,Galium.mollugo,9.3,gal.mol,Raceme
CH,8,WL,Total.number.of.flower.units.per.m693,1,7,2013,Geum.urbanum,0.4,geu.urb,Flower.head
CH,8,WL,Total.number.of.flower.units.per.m694,1,7,2013,Lotus.corniculatus,0.05,lot.cor,Flower
CH,8,WL,Total.number.of.flower.units.per.m695,1,7,2013,Plantago.lanceolata,3,pla.lan,Spike
CH,8,WL,Total.number.of.flower.units.per.m696,1,7,2013,Rubus.idaeus,0.6,rub.ide,Flower
CH,8,WL,Total.number.of.flower.units.per.m697,1,7,2013,Trifolium.pratense,2.2,tri.pra,Flower.head
CH,8,WL,Total.number.of.flower.units.per.m698,1,7,2013,Trifolium.repens,0.2,tri.rep,Flower.head
CH,8,WL,Total.number.of.flower.units.per.m699,14,8,2013,Plantago.lanceolata,0.6,pla.lan,Spike
CH,8,WL,Total.number.of.flower.units.per.m700,14,8,2013,Trifolium.pratense,0.1,tri.pra,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m701,7,4,2014,Bellis.perennis,0.8,bel.per,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m702,7,4,2014,Cerastium.fontanum,1.1,cer.fon,Flower
CH,9,HA,Total.number.of.flower.units.per.m703,7,4,2014,Galium.mollugo,0.85,gal.mol,Raceme
CH,9,HA,Total.number.of.flower.units.per.m704,7,4,2014,Geranium.dissectum,9.5,ger.dis,Flower
CH,9,HA,Total.number.of.flower.units.per.m705,7,4,2014,Geranium.pyrenaicum,0.4,ger.pyr,Flower
CH,9,HA,Total.number.of.flower.units.per.m706,7,4,2014,Hypericum.hirsutum,1.8,hyp.hir,Flower
CH,9,HA,Total.number.of.flower.units.per.m707,7,4,2014,Linaria.vulgaris,0.1,lin.vul,Flower
CH,9,HA,Total.number.of.flower.units.per.m708,7,4,2014,Medicago.lupulina,3.75,med.lup,Flower
CH,9,HA,Total.number.of.flower.units.per.m709,7,4,2014,Salvia.pratensis,0.3,sal.pra,Raceme
CH,9,HA,Total.number.of.flower.units.per.m710,7,4,2014,Scabiosa.columbaria,0.2,sca.col,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m711,7,4,2014,Trifolium.pratense,0.5,tri.pra,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m712,7,4,2014,Trifolium.repens,0.2,tri.rep,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m713,7,4,2014,Veronica.arvensis,1.1,ver.arv,Flower
CH,9,HA,Total.number.of.flower.units.per.m714,7,4,2014,Veronica.chamaedrys,0.4,ver.cha,Flower
CH,9,HA,Total.number.of.flower.units.per.m715,7,4,2014,Veronica.persica,1.1,ver.per,Flower
CH,9,HA,Total.number.of.flower.units.per.m716,5,6,2013,Bellis.perennis,0.25,bel.per,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m717,5,6,2013,Cerastium.fontanum,8.6,cer.fon,Flower
CH,9,HA,Total.number.of.flower.units.per.m718,5,6,2013,Galium.album,13.8,gal.alb,Raceme
CH,9,HA,Total.number.of.flower.units.per.m719,5,6,2013,Geranium.pyrenaicum,1.95,ger.pyr,Flower
CH,9,HA,Total.number.of.flower.units.per.m720,5,6,2013,Hypochaeris.radicata,1.85,hyp.rad,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m721,5,6,2013,Knautia.arvensis,0.4,kna.arv,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m722,5,6,2013,Leucanthemum.vulgare,2.4,leu.vul,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m723,5,6,2013,Lotus.corniculatus,0.325,lot.cor,Flower
CH,9,HA,Total.number.of.flower.units.per.m724,5,6,2013,Ranunculus.acris,2.4,ran.acr,Flower
CH,9,HA,Total.number.of.flower.units.per.m725,5,6,2013,Rumex.acetosa,0.3,rum.ace,Spike
CH,9,HA,Total.number.of.flower.units.per.m726,5,6,2013,Salvia.pratensis,3.2,sal.pra,Raceme
CH,9,HA,Total.number.of.flower.units.per.m727,5,6,2013,Sanguisorba.officinalis,2.65,san.off,Spadix
CH,9,HA,Total.number.of.flower.units.per.m728,5,6,2013,Scabiosa.columbaria,0.4,sca.col,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m729,5,6,2013,Trifolium.campestre,3.7,tri.cam,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m730,5,6,2013,Trifolium.pratense,0.8,tri.pra,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m731,5,6,2013,Veronica.arvensis,2.9,ver.arv,Flower
CH,9,HA,Total.number.of.flower.units.per.m732,5,6,2013,Veronica.chamaedrys,5.4,ver.cha,Flower
CH,9,HA,Total.number.of.flower.units.per.m733,5,6,2013,Veronica.persica,0.75,ver.per,Flower
CH,9,HA,Total.number.of.flower.units.per.m734,5,6,2013,Vicia.sepium,0.1,vic.sep,Raceme
CH,9,HA,Total.number.of.flower.units.per.m735,1,7,2013,Achillea.millefolium,0.4,ach.mil,Umbel
CH,9,HA,Total.number.of.flower.units.per.m736,1,7,2013,Bellis.perennis,0.1,bel.per,Flower.head
CH,9,HA,Total.number.of.flower.units.per.m737,1,7,2013,Cerastium.fontanum,0.15,cer.fon,Flower
CH,9,HA,Total.number.of.flower.units.per.m738,1,7,2013,Clinopodium.vulgare,10.1,cli.vul,Flowered.stem
