Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comment,Inflorescence type
26,4,2021,FR_V18,Veronica arvensis,13,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_V18,Veronica arvensis,33,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_V18,Veronica arvensis,59,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_V18,Veronica arvensis,88,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_V18,Veronica persica,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_V18,Veronica persica,21,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_V18,Veronica persica,31,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_V18,Veronica persica,36,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_V18,Veronica persica,43,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
10,6,2021,FR_V18,Barbarea sp,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Cerastium sp,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V18,Crepis sp,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
10,6,2021,FR_V18,Galium aparine,1000-2000,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,cyme
10,6,2021,FR_V18,Galium aparine,17,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,cyme
10,6,2021,FR_V18,Geranium dissectum,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V18,Geranium dissectum,7,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V18,Geranium dissectum,16,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V18,Geranium dissectum,28,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V18,Geranium dissectum,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V18,Hieracium sp,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
10,6,2021,FR_V18,Iris pseudacorus,7,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V18,Lamium maculatum,46,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V18,Matricaria chamomilla,300-400,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
10,6,2021,FR_V18,Papaver rhoeas,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V18,Papaver rhoeas,20,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
10,6,2021,FR_V18,Plantago lanceolata,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Rosa sp,21,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V18,Rosa sp,21,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,single.flower
10,6,2021,FR_V18,Sambucus nigra,34,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,umbel
10,6,2021,FR_V18,Trifolium campestre,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Trifolium campestre,300-400,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Trifolium dubium,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Trifolium dubium,10-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Trifolium dubium,200-300,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Trifolium repens,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Trifolium repens,25,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Trifolium repens,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Trifolium repens,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Trifolium repens,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Trifolium repens,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
10,6,2021,FR_V18,Vicia sp,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
21,7,2021,FR_V18,Brassica napus,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Dipsacus fullonum,16,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V18,Glycine max,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Glycine max,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Glycine max,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Glycine max,20,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Glycine max,24,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Glycine max,67,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Glycine max,82,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Glycine max,90,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Glycine max,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Glycine max,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Glycine max,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Glycine max,200-300,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Hypericum perforatum,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Kickxia elatine,7,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Kickxia elatine,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Kickxia elatine,32,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Kickxia elatine,56,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Kickxia elatine,60,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Kickxia elatine,200-300,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Kickxia spuria,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Lysimachia vulgaris,28,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Persicaria maculosa,16,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V18,Persicaria maculosa,25,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V18,Potentilla reptans,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Torilis arvensis,15,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
21,7,2021,FR_V18,Trifolium repens,16,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
21,7,2021,FR_V18,Viola sp,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Viola sp,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Viola sp,8,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Viola sp,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Viola sp,11,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Viola sp,11,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
21,7,2021,FR_V18,Viola sp,20,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
26,4,2021,FR_VAU,Bellis perennis,15,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Bellis perennis,16,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Bellis perennis,27,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Bellis perennis,38,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Bellis perennis,55,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Bellis perennis,62,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Bellis perennis,63,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Borago officinalis,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Crataegus sp,1000-2000,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,single.flower
26,4,2021,FR_VAU,Crataegus sp,300-400,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,single.flower
26,4,2021,FR_VAU,Erodium cicutarium,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Euphorbia sp,72,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,flower.head
26,4,2021,FR_VAU,Fragaria sp,7,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Geranium molle,8,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Glechoma hederacea,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Glechoma hederacea,12,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Glechoma hederacea,35,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Hyacinthoides sp,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Hydrangea arborescens,1000-2000,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,flower.head
26,4,2021,FR_VAU,Malus sp,1000-2000,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,single.flower
26,4,2021,FR_VAU,Malus sp,1000-2000,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,single.flower
26,4,2021,FR_VAU,Malus sp,100-200,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,single.flower
26,4,2021,FR_VAU,Medicago arabica,16,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,flower.head
26,4,2021,FR_VAU,Muscari comosum,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,flower.head
26,4,2021,FR_VAU,Muscari neglectum,23,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,flower.head
26,4,2021,FR_VAU,Myosotis sp,400-500,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,cyme
26,4,2021,FR_VAU,Plantago lanceolata,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,flower.head
26,4,2021,FR_VAU,Primula vulgaris,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Prunus laurocerasus,4,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,flower.head
26,4,2021,FR_VAU,Ranunculus acris,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Ranunculus acris,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Ranunculus acris,14,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Salix sp,16,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,catkins
26,4,2021,FR_VAU,Senecio vulgaris,31,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Senecio vulgaris,200-300,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Spartium junceum,200-300,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,single.flower
26,4,2021,FR_VAU,Spiraea sp,1000-2000,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,flower.head
26,4,2021,FR_VAU,Spiraea sp,1000-2000,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,flower.head
26,4,2021,FR_VAU,Stellaria hollostea,42,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Syringia vulgaris,1000-2000,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,flower.head
26,4,2021,FR_VAU,Taraxacum officinale,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Taraxacum officinale,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Taraxacum officinale,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Taraxacum officinale,12,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,capitulum
26,4,2021,FR_VAU,Tulipa sp,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Valerianella locusta,100-200,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,umbel
26,4,2021,FR_VAU,Veronica arvensis,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Veronica persica,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Veronica persica,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Veronica persica,43,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Viburnum lantana,18,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,umbel
26,4,2021,FR_VAU,Vicia sp,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Viola sp,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 1,single.flower
26,4,2021,FR_VAU,Wisteria sinensis,1000-2000,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 1,single.flower
20,5,2021,FR_VAU,Ajuga reptans,12,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Allium sp,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
20,5,2021,FR_VAU,Allium sp,92,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
20,5,2021,FR_VAU,Bellis perennis,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Bellis perennis,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Bellis perennis,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Bellis perennis,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Bellis perennis,17,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Bellis perennis,30,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Bellis perennis,31,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Bellis perennis,33,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Borago officinalis,43,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Capsella bursa-pastoris,7,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Cerastium sp,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Chelidonium majus,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Chelidonium majus,36,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Crepis sp,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Crepis sp,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Erodium cicutarium,32,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Eschscholzia californica,37,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Galium aparine,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,cyme
20,5,2021,FR_VAU,Galium aparine,12,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,cyme
20,5,2021,FR_VAU,Geranium molle,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Geranium molle,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Geranium molle,42,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Geranium molle,71,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Geranium pusillum,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Geranium pusillum,27,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Geranium robertianum,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Geum urbanum,32,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Hieracium sp,31,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Lapsana communis,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Lysimachia arvensis,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Medicago arabica,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
20,5,2021,FR_VAU,Medicago arabica,56,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
20,5,2021,FR_VAU,Medicago lupulina,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
20,5,2021,FR_VAU,Medicago lupulina,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
20,5,2021,FR_VAU,Medicago lupulina,44,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
20,5,2021,FR_VAU,Myosotis sp,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,cyme
20,5,2021,FR_VAU,Myosotis sp,13,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,cyme
20,5,2021,FR_VAU,Myosotis sp,18,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,cyme
20,5,2021,FR_VAU,Papaver rhoeas,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Philadelphus coronarius,500-600,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,
20,5,2021,FR_VAU,Photinia serrulata,1000-2000,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,umbel
20,5,2021,FR_VAU,Pyracantha sp,1000-2000,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,highbush
20,5,2021,FR_VAU,Ranunculus acris,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Ranunculus acris,12,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Ranunculus acris,28,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Ranunculus acris,32,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Ranunculus acris,46,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Ranunculus auricomus,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Ranunculus auricomus,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Ranunculus auricomus,25,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Ranunculus sp,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Ranunculus sp,8,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Ranunculus sp,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Senecio vulgaris,10,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,capitulum
20,5,2021,FR_VAU,Stellaria media,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Trifolium repens,50,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,flower.head
20,5,2021,FR_VAU,Veronica arvensis,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Veronica arvensis,12,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Veronica arvensis,87,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Veronica chamaedrys,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Veronica persica,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Veronica persica,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,5,2021,FR_VAU,Viburnum lantana,45,"Flowers per square meter (sampled with vertical 1m² frame for shrubs, hedgerows,...)",Sampling period 2,umbel
20,5,2021,FR_VAU,Vicia sativa,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 2,single.flower
20,7,2021,FR_VAU,Achillea millefolium,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
20,7,2021,FR_VAU,Achillea millefolium,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
20,7,2021,FR_VAU,Agrimonia eupatoria,36,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_VAU,Arenaria serpyllifolia,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,flower.head
20,7,2021,FR_VAU,Bellis perennis,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
20,7,2021,FR_VAU,Borago officinalis,25,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_VAU,Calendula arvensis,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
20,7,2021,FR_VAU,Cerastium sp,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_VAU,Cirsium vulgare,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
20,7,2021,FR_VAU,Convolvulus arvensis,6,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_VAU,Convolvulus sepium,5,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_VAU,Crepis capillaris,1,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
20,7,2021,FR_VAU,Crepis capillaris,8,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
20,7,2021,FR_VAU,Crepis capillaris,13,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
20,7,2021,FR_VAU,Crepis capillaris,15,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
20,7,2021,FR_VAU,Crepis capillaris,18,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
20,7,2021,FR_VAU,Crepis sp,41,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
20,7,2021,FR_VAU,Crepis sp,67,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
20,7,2021,FR_VAU,Cyanus segetum,12,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,capitulum
20,7,2021,FR_VAU,Daucus carota,3,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
20,7,2021,FR_VAU,Daucus carota,11,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,umbel
20,7,2021,FR_VAU,Epilobium parviflorum,2,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_VAU,Epipactis helleborine,67,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_VAU,Geranium dissectum,4,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
20,7,2021,FR_VAU,Geranium molle,9,Flowers per square meter (sampled with horizontal 1m² frame),Sampling period 3,single.flower
